encoder,query_track,query_song,query_emotion,query_genre_top,rank,neighbor_track,neighbor_song,neighbor_emotion,neighbor_genre_top,same_emotion,same_genre
audio_ib_orig,track_006,A Pearl,"Tension, Threat & Aggression",Rock,3,track_126,Sugar,Vital & Joyful,Pop,False,False
audio_ib_orig,track_006,A Pearl,"Tension, Threat & Aggression",Rock,4,track_017,Are You Bored Yet (feat. Clairo),Tender & Intimacy,Rock,False,True
audio_ib_orig,track_006,A Pearl,"Tension, Threat & Aggression",Rock,5,track_118,Smells Like Teen Spirit,"Sadness, Loss & Lament",Rock,False,True
audio_ib_orig,track_007,A Trick of the light,"Dreaminess, Curiosity & Ambiguity",Folk,1,track_145,Welcome to My Nightmare,"Tension, Threat & Aggression",Rock,False,False
audio_ib_orig,track_007,A Trick of the light,"Dreaminess, Curiosity & Ambiguity",Folk,2,track_117,Slow Dancing in a Burning Room,"Dreaminess, Curiosity & Ambiguity",Jazz,True,False
audio_ib_orig,track_007,A Trick of the light,"Dreaminess, Curiosity & Ambiguity",Folk,3,track_135,Too Good At Goodbyes,"Sadness, Loss & Lament",R&B,False,False
audio_ib_orig,track_007,A Trick of the light,"Dreaminess, Curiosity & Ambiguity",Folk,4,track_128,Tears and Rain,"Sadness, Loss & Lament",Folk,False,True
audio_ib_orig,track_007,A Trick of the light,"Dreaminess, Curiosity & Ambiguity",Folk,5,track_085,Lost Stars,"Dreaminess, Curiosity & Ambiguity",Rock,True,False
audio_ib_orig,track_008,A Whiter Shade of Pale,"Awe, Beauty & Transcendence",Rock,1,track_116,Shiny Happy People,Vital & Joyful,Rock,False,True
audio_ib_orig,track_008,A Whiter Shade of Pale,"Awe, Beauty & Transcendence",Rock,2,track_145,Welcome to My Nightmare,"Tension, Threat & Aggression",Rock,False,True
audio_ib_orig,track_008,A Whiter Shade of Pale,"Awe, Beauty & Transcendence",Rock,3,track_127,Sweet Baby James,Tender & Intimacy,Folk,False,False
audio_ib_orig,track_008,A Whiter Shade of Pale,"Awe, Beauty & Transcendence",Rock,4,track_056,Harvest Moon,Tender & Intimacy,Folk,False,False
audio_ib_orig,track_008,A Whiter Shade of Pale,"Awe, Beauty & Transcendence",Rock,5,track_040,Dancing In The Moonlight,Vital & Joyful,Rock,False,True
audio_ib_orig,track_009,Aint It Funny ,"Tension, Threat & Aggression",Metal,1,track_072,II HANDS II HEAVEN,"Dreaminess, Curiosity & Ambiguity",Country,False,False
audio_ib_orig,track_009,Aint It Funny ,"Tension, Threat & Aggression",Metal,2,track_022,Believer,"Tension, Threat & Aggression",Rock,True,False
audio_ib_orig,track_009,Aint It Funny ,"Tension, Threat & Aggression",Metal,3,track_144,We Don't Count,"Tension, Threat & Aggression",R&B,True,False
audio_ib_orig,track_009,Aint It Funny ,"Tension, Threat & Aggression",Metal,4,track_031,Champion,Vital & Joyful,Hip-Hop,False,False
audio_ib_orig,track_009,Aint It Funny ,"Tension, Threat & Aggression",Metal,5,track_069,I THINK,Tender & Intimacy,R&B,False,False
audio_ib_orig,track_010,Air Supply,"Dreaminess, Curiosity & Ambiguity",Rock,1,track_107,Real Love,"Sadness, Loss & Lament",Folk,False,False
audio_ib_orig,track_010,Air Supply,"Dreaminess, Curiosity & Ambiguity",Rock,2,track_126,Sugar,Vital & Joyful,Pop,False,False
audio_ib_orig,track_010,Air Supply,"Dreaminess, Curiosity & Ambiguity",Rock,3,track_048,Everybody Talks,Vital & Joyful,Rock,False,True
audio_ib_orig,track_010,Air Supply,"Dreaminess, Curiosity & Ambiguity",Rock,4,track_017,Are You Bored Yet (feat. Clairo),Tender & Intimacy,Rock,False,True
audio_ib_orig,track_010,Air Supply,"Dreaminess, Curiosity & Ambiguity",Rock,5,track_006,A Pearl,"Tension, Threat & Aggression",Rock,False,True
audio_ib_orig,track_011,All By Myself,"Sadness, Loss & Lament",Pop,1,track_114,Scarborough Fair,"Dreaminess, Curiosity & Ambiguity",Folk,False,False
audio_ib_orig,track_011,All By Myself,"Sadness, Loss & Lament",Pop,2,track_020,Because You Loved Me,Tender & Intimacy,Pop,False,True
audio_ib_orig,track_011,All By Myself,"Sadness, Loss & Lament",Pop,3,track_050,Fields of Gold,"Awe, Beauty & Transcendence",Folk,False,False
audio_ib_orig,track_011,All By Myself,"Sadness, Loss & Lament",Pop,4,track_138,Valder Fields,"Awe, Beauty & Transcendence",Folk,False,False
audio_ib_orig,track_011,All By Myself,"Sadness, Loss & Lament",Pop,5,track_042,Defying Gravify ,Vital & Joyful,Pop,False,True
audio_ib_orig,track_012,Amazing Grace,"Awe, Beauty & Transcendence",Classical,1,track_036,Come Away With Me,"Awe, Beauty & Transcendence",Jazz,True,False
audio_ib_orig,track_012,Amazing Grace,"Awe, Beauty & Transcendence",Classical,2,track_102,Paper Hearts,Tender & Intimacy,Pop,False,False
audio_ib_orig,track_012,Amazing Grace,"Awe, Beauty & Transcendence",Classical,3,track_146,What Was I Made For?,"Sadness, Loss & Lament",Pop,False,False
audio_ib_orig,track_012,Amazing Grace,"Awe, Beauty & Transcendence",Classical,4,track_130,The Seal Lullaby,"Dreaminess, Curiosity & Ambiguity",Classical,False,True
audio_ib_orig,track_012,Amazing Grace,"Awe, Beauty & Transcendence",Classical,5,track_021,Before I Sleep,"Tension, Threat & Aggression",Folk,False,False
audio_ib_orig,track_013,Anchor,"Dreaminess, Curiosity & Ambiguity",Folk,1,track_084,Little Trouble Girl,"Tension, Threat & Aggression",Rock,False,False
audio_ib_orig,track_013,Anchor,"Dreaminess, Curiosity & Ambiguity",Folk,2,track_017,Are You Bored Yet (feat. Clairo),Tender & Intimacy,Rock,False,False
audio_ib_orig,track_013,Anchor,"Dreaminess, Curiosity & Ambiguity",Folk,3,track_096,Nothing,Tender & Intimacy,Folk,False,True
audio_ib_orig,track_013,Anchor,"Dreaminess, Curiosity & Ambiguity",Folk,4,track_107,Real Love,"Sadness, Loss & Lament",Folk,False,True
audio_ib_orig,track_013,Anchor,"Dreaminess, Curiosity & Ambiguity",Folk,5,track_118,Smells Like Teen Spirit,"Sadness, Loss & Lament",Rock,False,False
audio_ib_orig,track_014,Anemone,"Tension, Threat & Aggression",Rock,1,track_084,Little Trouble Girl,"Tension, Threat & Aggression",Rock,True,True
audio_ib_orig,track_014,Anemone,"Tension, Threat & Aggression",Rock,2,track_092,My Generation,"Tension, Threat & Aggression",Rock,True,True
audio_ib_orig,track_014,Anemone,"Tension, Threat & Aggression",Rock,3,track_045,Don't Fear the Reaper,"Sadness, Loss & Lament",Rock,False,True
audio_ib_orig,track_014,Anemone,"Tension, Threat & Aggression",Rock,4,track_057,Head Like a Haunted House,"Dreaminess, Curiosity & Ambiguity",Rock,False,True
audio_ib_orig,track_014,Anemone,"Tension, Threat & Aggression",Rock,5,track_032,Cherry-Coloured Funk,"Awe, Beauty & Transcendence",Ambient,False,False
audio_ib_orig,track_015,Animals,"Tension, Threat & Aggression",Rock,1,track_126,Sugar,Vital & Joyful,Pop,False,False
audio_ib_orig,track_015,Animals,"Tension, Threat & Aggression",Rock,2,track_107,Real Love,"Sadness, Loss & Lament",Folk,False,False
audio_ib_orig,track_015,Animals,"Tension, Threat & Aggression",Rock,3,track_043,Die With A Smile,"Awe, Beauty & Transcendence",Pop,False,False
audio_ib_orig,track_015,Animals,"Tension, Threat & Aggression",Rock,4,track_118,Smells Like Teen Spirit,"Sadness, Loss & Lament",Rock,False,True
audio_ib_orig,track_015,Animals,"Tension, Threat & Aggression",Rock,5,track_006,A Pearl,"Tension, Threat & Aggression",Rock,True,True
audio_ib_orig,track_016,Another Day of Sun,Vital & Joyful,Jazz,1,track_020,Because You Loved Me,Tender & Intimacy,Pop,False,False
audio_ib_orig,track_016,Another Day of Sun,Vital & Joyful,Jazz,2,track_042,Defying Gravify ,Vital & Joyful,Pop,True,False
audio_ib_orig,track_016,Another Day of Sun,Vital & Joyful,Jazz,3,track_039,Cruel Summer,Vital & Joyful,Pop,True,False
audio_ib_orig,track_016,Another Day of Sun,Vital & Joyful,Jazz,4,track_137,Unstoppable,Vital & Joyful,Pop,True,False
audio_ib_orig,track_016,Another Day of Sun,Vital & Joyful,Jazz,5,track_011,All By Myself,"Sadness, Loss & Lament",Pop,False,False
audio_ib_orig,track_017,Are You Bored Yet (feat. Clairo),Tender & Intimacy,Rock,1,track_107,Real Love,"Sadness, Loss & Lament",Folk,False,False
audio_ib_orig,track_017,Are You Bored Yet (feat. Clairo),Tender & Intimacy,Rock,2,track_126,Sugar,Vital & Joyful,Pop,False,False
audio_ib_orig,track_017,Are You Bored Yet (feat. Clairo),Tender & Intimacy,Rock,3,track_118,Smells Like Teen Spirit,"Sadness, Loss & Lament",Rock,False,True
audio_ib_orig,track_017,Are You Bored Yet (feat. Clairo),Tender & Intimacy,Rock,4,track_062,How Do I Say Goodbye,"Sadness, Loss & Lament",Folk,False,False
audio_ib_orig,track_017,Are You Bored Yet (feat. Clairo),Tender & Intimacy,Rock,5,track_065,Human,"Tension, Threat & Aggression",Rock,False,True
audio_ib_orig,track_018,Au Pays du Cocaine,"Sadness, Loss & Lament",Folk,1,track_136,Too Sweet,Vital & Joyful,R&B,False,False
audio_ib_orig,track_018,Au Pays du Cocaine,"Sadness, Loss & Lament",Folk,2,track_096,Nothing,Tender & Intimacy,Folk,False,True
audio_ib_orig,track_018,Au Pays du Cocaine,"Sadness, Loss & Lament",Folk,3,track_084,Little Trouble Girl,"Tension, Threat & Aggression",Rock,False,False
audio_ib_orig,track_018,Au Pays du Cocaine,"Sadness, Loss & Lament",Folk,4,track_117,Slow Dancing in a Burning Room,"Dreaminess, Curiosity & Ambiguity",Jazz,False,False
audio_ib_orig,track_018,Au Pays du Cocaine,"Sadness, Loss & Lament",Folk,5,track_040,Dancing In The Moonlight,Vital & Joyful,Rock,False,False
audio_ib_orig,track_019,Bad Guy,"Tension, Threat & Aggression",Pop,1,track_033,CHIHIRO,"Dreaminess, Curiosity & Ambiguity",Pop,False,True
audio_ib_orig,track_019,Bad Guy,"Tension, Threat & Aggression",Pop,2,track_084,Little Trouble Girl,"Tension, Threat & Aggression",Rock,True,False
audio_ib_orig,track_019,Bad Guy,"Tension, Threat & Aggression",Pop,3,track_089,Midnight Love,"Sadness, Loss & Lament",Rock,False,False
audio_ib_orig,track_019,Bad Guy,"Tension, Threat & Aggression",Pop,4,track_006,A Pearl,"Tension, Threat & Aggression",Rock,True,False
audio_ib_orig,track_019,Bad Guy,"Tension, Threat & Aggression",Pop,5,track_109,Revolve,"Awe, Beauty & Transcendence",Pop,False,True
audio_ib_orig,track_020,Because You Loved Me,Tender & Intimacy,Pop,1,track_042,Defying Gravify ,Vital & Joyful,Pop,False,True
audio_ib_orig,track_020,Because You Loved Me,Tender & Intimacy,Pop,2,track_011,All By Myself,"Sadness, Loss & Lament",Pop,False,True
audio_ib_orig,track_020,Because You Loved Me,Tender & Intimacy,Pop,3,track_114,Scarborough Fair,"Dreaminess, Curiosity & Ambiguity",Folk,False,False
audio_ib_orig,track_020,Because You Loved Me,Tender & Intimacy,Pop,4,track_137,Unstoppable,Vital & Joyful,Pop,False,True
audio_ib_orig,track_020,Because You Loved Me,Tender & Intimacy,Pop,5,track_023,Best Part,Tender & Intimacy,R&B,True,False
audio_ib_orig,track_021,Before I Sleep,"Tension, Threat & Aggression",Folk,1,track_071,If,Tender & Intimacy,Pop,False,False
audio_ib_orig,track_021,Before I Sleep,"Tension, Threat & Aggression",Folk,2,track_036,Come Away With Me,"Awe, Beauty & Transcendence",Jazz,False,False
audio_ib_orig,track_021,Before I Sleep,"Tension, Threat & Aggression",Folk,3,track_070,"If I Go, I’m Goin","Sadness, Loss & Lament",Folk,False,True
audio_ib_orig,track_021,Before I Sleep,"Tension, Threat & Aggression",Folk,4,track_146,What Was I Made For?,"Sadness, Loss & Lament",Pop,False,False
audio_ib_orig,track_021,Before I Sleep,"Tension, Threat & Aggression",Folk,5,track_068,I See Fire,"Awe, Beauty & Transcendence",Folk,False,True
audio_ib_orig,track_022,Believer,"Tension, Threat & Aggression",Rock,1,track_099,On Top Of The World,Vital & Joyful,Pop,False,False
audio_ib_orig,track_022,Believer,"Tension, Threat & Aggression",Rock,2,track_126,Sugar,Vital & Joyful,Pop,False,False
audio_ib_orig,track_022,Believer,"Tension, Threat & Aggression",Rock,3,track_043,Die With A Smile,"Awe, Beauty & Transcendence",Pop,False,False
audio_ib_orig,track_022,Believer,"Tension, Threat & Aggression",Rock,4,track_109,Revolve,"Awe, Beauty & Transcendence",Pop,False,False
audio_ib_orig,track_022,Believer,"Tension, Threat & Aggression",Rock,5,track_118,Smells Like Teen Spirit,"Sadness, Loss & Lament",Rock,False,True
audio_ib_orig,track_023,Best Part,Tender & Intimacy,R&B,1,track_042,Defying Gravify ,Vital & Joyful,Pop,False,False
audio_ib_orig,track_023,Best Part,Tender & Intimacy,R&B,2,track_102,Paper Hearts,Tender & Intimacy,Pop,True,False
audio_ib_orig,track_023,Best Part,Tender & Intimacy,R&B,3,track_050,Fields of Gold,"Awe, Beauty & Transcendence",Folk,False,False
audio_ib_orig,track_023,Best Part,Tender & Intimacy,R&B,4,track_090,Money Diamonds Roses,"Dreaminess, Curiosity & Ambiguity",R&B,False,True
audio_ib_orig,track_023,Best Part,Tender & Intimacy,R&B,5,track_146,What Was I Made For?,"Sadness, Loss & Lament",Pop,False,False
audio_ib_orig,track_024,Better Things,Vital & Joyful,Pop,1,track_003,1999,Vital & Joyful,Pop,True,True
audio_ib_orig,track_024,Better Things,Vital & Joyful,Pop,2,track_004,360,Vital & Joyful,Pop,True,True
audio_ib_orig,track_024,Better Things,Vital & Joyful,Pop,3,track_025,bittersweet,"Sadness, Loss & Lament",Pop,False,True
audio_ib_orig,track_024,Better Things,Vital & Joyful,Pop,4,track_134,TIT FOR TAT,"Tension, Threat & Aggression",Pop,False,True
audio_ib_orig,track_024,Better Things,Vital & Joyful,Pop,5,track_061,Hot Body,Tender & Intimacy,Pop,False,True
audio_ib_orig,track_025,bittersweet,"Sadness, Loss & Lament",Pop,1,track_150,Zen,"Awe, Beauty & Transcendence",Pop,False,True
audio_ib_orig,track_025,bittersweet,"Sadness, Loss & Lament",Pop,2,track_082,Legends Never Die,"Awe, Beauty & Transcendence",Rock,False,False
audio_ib_orig,track_025,bittersweet,"Sadness, Loss & Lament",Pop,3,track_024,Better Things,Vital & Joyful,Pop,False,True
audio_ib_orig,track_025,bittersweet,"Sadness, Loss & Lament",Pop,4,track_089,Midnight Love,"Sadness, Loss & Lament",Rock,True,False
audio_ib_orig,track_025,bittersweet,"Sadness, Loss & Lament",Pop,5,track_033,CHIHIRO,"Dreaminess, Curiosity & Ambiguity",Pop,False,True
audio_ib_orig,track_026,Bloody Samaritan (Remix),Vital & Joyful,Pop,1,track_061,Hot Body,Tender & Intimacy,Pop,False,True
audio_ib_orig,track_026,Bloody Samaritan (Remix),Vital & Joyful,Pop,2,track_133,This Time,Tender & Intimacy,R&B,False,False
audio_ib_orig,track_026,Bloody Samaritan (Remix),Vital & Joyful,Pop,3,track_091,moon and back,"Awe, Beauty & Transcendence",Pop,False,True
audio_ib_orig,track_026,Bloody Samaritan (Remix),Vital & Joyful,Pop,4,track_108,Red Eye,"Dreaminess, Curiosity & Ambiguity",Electronic,False,False
audio_ib_orig,track_026,Bloody Samaritan (Remix),Vital & Joyful,Pop,5,track_075,Industry Baby,Vital & Joyful,Hip-Hop,True,False
audio_ib_orig,track_027,Bloom,"Dreaminess, Curiosity & Ambiguity",Rock,1,track_070,"If I Go, I’m Goin","Sadness, Loss & Lament",Folk,False,False
audio_ib_orig,track_027,Bloom,"Dreaminess, Curiosity & Ambiguity",Rock,2,track_068,I See Fire,"Awe, Beauty & Transcendence",Folk,False,False
audio_ib_orig,track_027,Bloom,"Dreaminess, Curiosity & Ambiguity",Rock,3,track_071,If,Tender & Intimacy,Pop,False,False
audio_ib_orig,track_027,Bloom,"Dreaminess, Curiosity & Ambiguity",Rock,4,track_102,Paper Hearts,Tender & Intimacy,Pop,False,False
audio_ib_orig,track_027,Bloom,"Dreaminess, Curiosity & Ambiguity",Rock,5,track_041,Death with Dignity,"Sadness, Loss & Lament",Folk,False,False
audio_ib_orig,track_028,Breathe,"Awe, Beauty & Transcendence",Electronic,1,track_025,bittersweet,"Sadness, Loss & Lament",Pop,False,False
audio_ib_orig,track_028,Breathe,"Awe, Beauty & Transcendence",Electronic,2,track_024,Better Things,Vital & Joyful,Pop,False,False
audio_ib_orig,track_028,Breathe,"Awe, Beauty & Transcendence",Electronic,3,track_104,Piece Of You,"Tension, Threat & Aggression",Pop,False,False
audio_ib_orig,track_028,Breathe,"Awe, Beauty & Transcendence",Electronic,4,track_004,360,Vital & Joyful,Pop,False,False
audio_ib_orig,track_028,Breathe,"Awe, Beauty & Transcendence",Electronic,5,track_033,CHIHIRO,"Dreaminess, Curiosity & Ambiguity",Pop,False,False
audio_ib_orig,track_029,By This River,"Awe, Beauty & Transcendence",Ambient,1,track_052,Glimpse of Us,"Sadness, Loss & Lament",Pop,False,False
audio_ib_orig,track_029,By This River,"Awe, Beauty & Transcendence",Ambient,2,track_113,Say Something,"Sadness, Loss & Lament",Folk,False,False
audio_ib_orig,track_029,By This River,"Awe, Beauty & Transcendence",Ambient,3,track_001,$0,"Sadness, Loss & Lament",Folk,False,False
audio_ib_orig,track_029,By This River,"Awe, Beauty & Transcendence",Ambient,4,track_096,Nothing,Tender & Intimacy,Folk,False,False
audio_ib_orig,track_029,By This River,"Awe, Beauty & Transcendence",Ambient,5,track_138,Valder Fields,"Awe, Beauty & Transcendence",Folk,True,False
audio_ib_orig,track_030,Can you feel the love tonight,Tender & Intimacy,Pop,1,track_002,12:45 - Stripped,"Sadness, Loss & Lament",Pop,False,True
audio_ib_orig,track_030,Can you feel the love tonight,Tender & Intimacy,Pop,2,track_035,Christmas List,Tender & Intimacy,Pop,True,True
audio_ib_orig,track_030,Can you feel the love tonight,Tender & Intimacy,Pop,3,track_142,Watching Him Fade Away,"Sadness, Loss & Lament",Rock,False,False
audio_ib_orig,track_030,Can you feel the love tonight,Tender & Intimacy,Pop,4,track_062,How Do I Say Goodbye,"Sadness, Loss & Lament",Folk,False,False
audio_ib_orig,track_030,Can you feel the love tonight,Tender & Intimacy,Pop,5,track_068,I See Fire,"Awe, Beauty & Transcendence",Folk,False,False
audio_ib_orig,track_031,Champion,Vital & Joyful,Hip-Hop,1,track_075,Industry Baby,Vital & Joyful,Hip-Hop,True,True
audio_ib_orig,track_031,Champion,Vital & Joyful,Hip-Hop,2,track_088,m.A.A.d city,"Tension, Threat & Aggression",Hip-Hop,False,True
audio_ib_orig,track_031,Champion,Vital & Joyful,Hip-Hop,3,track_069,I THINK,Tender & Intimacy,R&B,False,False
audio_ib_orig,track_031,Champion,Vital & Joyful,Hip-Hop,4,track_067,I Don't Fuck With You,"Tension, Threat & Aggression",Hip-Hop,False,True
audio_ib_orig,track_031,Champion,Vital & Joyful,Hip-Hop,5,track_072,II HANDS II HEAVEN,"Dreaminess, Curiosity & Ambiguity",Country,False,False
audio_ib_orig,track_032,Cherry-Coloured Funk,"Awe, Beauty & Transcendence",Ambient,1,track_084,Little Trouble Girl,"Tension, Threat & Aggression",Rock,False,False
audio_ib_orig,track_032,Cherry-Coloured Funk,"Awe, Beauty & Transcendence",Ambient,2,track_017,Are You Bored Yet (feat. Clairo),Tender & Intimacy,Rock,False,False
audio_ib_orig,track_032,Cherry-Coloured Funk,"Awe, Beauty & Transcendence",Ambient,3,track_013,Anchor,"Dreaminess, Curiosity & Ambiguity",Folk,False,False
audio_ib_orig,track_032,Cherry-Coloured Funk,"Awe, Beauty & Transcendence",Ambient,4,track_006,A Pearl,"Tension, Threat & Aggression",Rock,False,False
audio_ib_orig,track_032,Cherry-Coloured Funk,"Awe, Beauty & Transcendence",Ambient,5,track_107,Real Love,"Sadness, Loss & Lament",Folk,False,False
audio_ib_orig,track_033,CHIHIRO,"Dreaminess, Curiosity & Ambiguity",Pop,1,track_025,bittersweet,"Sadness, Loss & Lament",Pop,False,True
audio_ib_orig,track_033,CHIHIRO,"Dreaminess, Curiosity & Ambiguity",Pop,2,track_101,Oscar Winning Tears,"Awe, Beauty & Transcendence",Jazz,False,False
audio_ib_orig,track_033,CHIHIRO,"Dreaminess, Curiosity & Ambiguity",Pop,3,track_089,Midnight Love,"Sadness, Loss & Lament",Rock,False,False
audio_ib_orig,track_033,CHIHIRO,"Dreaminess, Curiosity & Ambiguity",Pop,4,track_097,NYMPHOLOGY,"Tension, Threat & Aggression",Rock,False,False
audio_ib_orig,track_033,CHIHIRO,"Dreaminess, Curiosity & Ambiguity",Pop,5,track_024,Better Things,Vital & Joyful,Pop,False,True
audio_ib_orig,track_034,Chop Suey!,"Tension, Threat & Aggression",Metal,1,track_081,Last Resort,"Tension, Threat & Aggression",Metal,True,True
audio_ib_orig,track_034,Chop Suey!,"Tension, Threat & Aggression",Metal,2,track_046,Down with the Sickness,"Tension, Threat & Aggression",Metal,True,True
audio_ib_orig,track_034,Chop Suey!,"Tension, Threat & Aggression",Metal,3,track_100,One Step Closer,"Tension, Threat & Aggression",Metal,True,True
audio_ib_orig,track_034,Chop Suey!,"Tension, Threat & Aggression",Metal,4,track_118,Smells Like Teen Spirit,"Sadness, Loss & Lament",Rock,False,False
audio_ib_orig,track_034,Chop Suey!,"Tension, Threat & Aggression",Metal,5,track_022,Believer,"Tension, Threat & Aggression",Rock,True,False
audio_ib_orig,track_035,Christmas List,Tender & Intimacy,Pop,1,track_002,12:45 - Stripped,"Sadness, Loss & Lament",Pop,False,True
audio_ib_orig,track_035,Christmas List,Tender & Intimacy,Pop,2,track_073,In Case You Don't Live Forever,Tender & Intimacy,Folk,True,False
audio_ib_orig,track_035,Christmas List,Tender & Intimacy,Pop,3,track_030,Can you feel the love tonight,Tender & Intimacy,Pop,True,True
audio_ib_orig,track_035,Christmas List,Tender & Intimacy,Pop,4,track_062,How Do I Say Goodbye,"Sadness, Loss & Lament",Folk,False,False
audio_ib_orig,track_035,Christmas List,Tender & Intimacy,Pop,5,track_112,Saturn,"Awe, Beauty & Transcendence",Ambient,False,False
audio_ib_orig,track_036,Come Away With Me,"Awe, Beauty & Transcendence",Jazz,1,track_146,What Was I Made For?,"Sadness, Loss & Lament",Pop,False,False
audio_ib_orig,track_036,Come Away With Me,"Awe, Beauty & Transcendence",Jazz,2,track_037,come out and play,Tender & Intimacy,R&B,False,False
audio_ib_orig,track_036,Come Away With Me,"Awe, Beauty & Transcendence",Jazz,3,track_149,Young and Beautiful,"Awe, Beauty & Transcendence",Rock,True,False
audio_ib_orig,track_036,Come Away With Me,"Awe, Beauty & Transcendence",Jazz,4,track_101,Oscar Winning Tears,"Awe, Beauty & Transcendence",Jazz,True,True
audio_ib_orig,track_036,Come Away With Me,"Awe, Beauty & Transcendence",Jazz,5,track_021,Before I Sleep,"Tension, Threat & Aggression",Folk,False,False
audio_ib_orig,track_037,come out and play,Tender & Intimacy,R&B,1,track_146,What Was I Made For?,"Sadness, Loss & Lament",Pop,False,False
audio_ib_orig,track_037,come out and play,Tender & Intimacy,R&B,2,track_036,Come Away With Me,"Awe, Beauty & Transcendence",Jazz,False,False
audio_ib_orig,track_037,come out and play,Tender & Intimacy,R&B,3,track_149,Young and Beautiful,"Awe, Beauty & Transcendence",Rock,False,False
audio_ib_orig,track_037,come out and play,Tender & Intimacy,R&B,4,track_101,Oscar Winning Tears,"Awe, Beauty & Transcendence",Jazz,False,False
audio_ib_orig,track_037,come out and play,Tender & Intimacy,R&B,5,track_089,Midnight Love,"Sadness, Loss & Lament",Rock,False,False
audio_ib_orig,track_038,comethru,Tender & Intimacy,Pop,1,track_002,12:45 - Stripped,"Sadness, Loss & Lament",Pop,False,True
audio_ib_orig,track_038,comethru,Tender & Intimacy,Pop,2,track_133,This Time,Tender & Intimacy,R&B,True,False
audio_ib_orig,track_038,comethru,Tender & Intimacy,Pop,3,track_126,Sugar,Vital & Joyful,Pop,False,True
